conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1da04bb-4de8-4d17-af8a-75ea893fe36a,promovează un comportament responsabil în rândul consumatorilor,released,skill/competence,occupation-specific,,"Promovează politici, măsuri și programe educaționale care să încurajeze un stil de viață sănătos și participarea proactivă la un consum sustenabil, și care să ducă la schimbări în atitudinea consumatorilor, obiceiurile și așteptările în materie de cumpărături.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promovează produse, servicii sau programe"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2028206-3060-4e81-8350-77baefabefde,supraveghează zone umede în dezvoltări imobiliare,released,skill/competence,cross-sector,,"Supraveghează și răspunde în mod proactiv provocărilor reprezentate de zonele umede în dezvoltări imobiliare. Depune eforturi pentru a asigura îngrijirea și conservarea zonelor umede, căutând în același timp soluțiile cele mai rentabile din punct de vedere al mediului pentru dezvoltarea proiectelor de infrastructură.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d5dbc342-8e39-4998-8237-ebbe05a381ce,supraveghează starea mediului | administrează proiecte de cercetare și dezvoltare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bb641f-f647-4229-a48e-9a5ef3526c23,asigură siguranța speciilor pe cale de dispariție și a zonelor protejate,released,skill/competence,sector-specific,asigură siguranța speciilor rare de floră și faună | asigură siguranța speciilor amenințate de floră și faună,"Se asigură că proiectele nu afectează păsările migratoare, speciile de animale rare sau pe cale de dispariție, habitatele critice sau zonele protejate din punct de vedere ecologic.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e361af91-3e68-4e59-b0e2-bca0ffb416fa,energie marină,released,knowledge,sector-specific,energie oceanică | puterea oceanului | energia mareelor | puterea valurilor | puterea mareelor | mhk,"Energie generată de mișcarea naturală a apei, de exemplu, valurile oceanului, mareele, curenții, precum și din diferențele de temperatură a apei, ca energie termică a apelor reci de adâncime. În plus, această resursă este valorificată ca sursă de energie regenerabilă.
	",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,tehnologii de producere a energiei din surse regenerabile | electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,proiectează rețeaua de ventilație,released,skill/competence,sector-specific,examinează și analizează afecțiunile chiropractice | stabilește diagnosticul chiropractic | examinează și analizează afecțiunea chiropractică | diagnostichează condițiile chiropractice | oferă analize de diagnostic chiropractic,"Proiectează rețeaua de ventilație. Elaborează și planifică planul de ventilație prin utilizarea unui software specializat. Proiectează sisteme de termoficare sau răcire, după caz. Îmbunătățește eficiența rețelei de ventilație în vederea reducerii consumului de energie, inclusiv interacțiunea dintre o clădire cu consum de energie aproape zero (nZEB), utilizarea acesteia și strategia de ventilație adecvată.
	",http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,gestionează ventilația minei | proiectează structuri sau instalații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e381f278-7218-4f30-a7b6-34dc3eb7e4a8,reîmpădurire,released,knowledge,sector-specific,refacerea pădurilor | împădurire,"Metode de recuperare a zonelor defrișate pentru inversarea distrugerii pădurilor și reînverzirea unui număr important de hectare. Strategii precum plantarea de noi copaci, protejarea ecosistemelor împotriva distrugerii sau însămânțarea fac parte din aceste metode de reîmpădurire.
	",http://data.europa.eu/esco/isced-f/082,silvicultură
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3f2c37f-e484-4b4c-ad82-f565a2b98f89,dispozitive de monitorizare a managementului de mediu,released,knowledge,sector-specific,,Componentele hardware și echipamentele adecvate pentru măsurarea și monitorizarea în direct a parametrilor de mediu.,http://data.europa.eu/esco/isced-f/0712,tehnologia protecției mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,adună date biologice,released,skill/competence,cross-sector,strânge date biologice | colectează date biologice,"Adună eșantioane biologice, înregistrează și sintetizează date biologice pentru a fi utilizate în studiile tehnice, elaborând planuri de management de mediu și produse biologice.",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,culeg informații din surse fizice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e45507ff-c1e2-4e0c-92fb-b6c0e6cb6245,sisteme fotovoltaice,released,knowledge,sector-specific,fotovoltaice,"Sisteme care convertesc o sursă regenerabilă, cum ar fi lumina soarelui, în energie electrică. Bazate pe lanțul de conversie a energiei, sistemele fotovoltaice pot fi împărțite în trei tipuri: sisteme fotovoltaice directe, conectate la rețea (on-grid), sisteme care interacționează cu rețeaua (hibrid) și sisteme fotovoltaice decuplate de la rețea (off-grid).
	",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,electricitate și energie | energie solară
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4698f9f-bb23-486e-a74a-c8f3a19c3132,investighează contaminarea,released,skill/competence,cross-sector,,"Efectuează încercări pentru a investiga proprietățile de contaminare într-o zonă sau pe suprafețe și materiale, pentru a identifica cauza, natura acesteia și amploarea riscului și a daunelor.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4a3c9af-8a5d-49cc-95bb-b77e41588746,procesează mierea recoltată,released,skill/competence,sector-specific,prelucrează mierea recoltată,"Recoltează și procesează mierea conform reglementărilor privind sănătatea, siguranța și securitatea biologică.",http://data.europa.eu/esco/skill/ceca8bbe-cd58-49b4-8ef4-9a34a5ac0f75,operează mașini pentru prelucrarea alimentelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,elaborează strategii de remediere a siturilor contaminate,released,skill/competence,cross-sector,,"Elaborează strategii pentru eliminarea poluării și a contaminanților din sol, ape subterane, ape de suprafață sau sedimente, ținând seama de reglementările în materie de remediere a mediului și de tehnologiile disponibile.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,adoptă modalități de reducere a impactului negativ al consumului | adoptă modalități de reducere a poluării | elaborează politici și legislație | dezvoltă strategii de soluționare a problemelor | elaborează politica de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e52c1125-1d27-4e3d-afc9-761ee5f678b3,protejarea și conservarea copacilor,released,knowledge,sector-specific,,Cerințe de mediu pentru protejarea și conservarea copacilor.,http://data.europa.eu/esco/isced-f/0821,silvicultură
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,evaluează impactul de mediu,released,skill/competence,cross-sector,,"Monitorizează impactul de mediu și efectuează evaluări pentru a identifica și reduce riscurile de mediu ale organizației, ținând seama, în același timp, de costuri.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6 | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,adoptă modalități de reducere a impactului negativ al consumului | gestionează impactul de mediu | gândește critic | combate impactul negativ al tehnologiilor digitale asupra mediului | respectă standardele și legislația în materie de protecția mediului | gestionează impactul de mediu al operațiunilor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5727f3b-0dc9-4daf-84e0-d5789b33a6d9,ecologie forestieră,released,knowledge,cross-sector,tipuri de ecosisteme forestiere | biodiversitatea ecosistemelor forestiere,"Ecosistemele existente într-o pădure, începând de la bacterii până la arbori și tipuri de sol.",http://data.europa.eu/esco/isced-f/0521,științele mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5deced2-5636-4ff2-b9bc-dca6cbfc5f72,proiectează un sistem de cogenerare a energiei termice și electrice,released,skill/competence,sector-specific,proiecteaza un sistem chp,"Estimează necesarul de termoficare și răcire al clădirii, determină necesarul de apă caldă menajeră. Integrează un sistem hidraulic în unitatea de cogenerare cu temperatură pe retur garantată și cu un număr acceptabil de comutatoare pornit/oprit.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5f77488-7561-475a-9888-decd2443d37a,instruiește personalul privind managementul deșeurilor,released,skill/competence,sector-specific,,"Instruiește personalul unei unități care se ocupă de gestionarea deșeurilor sau personalul unei organizații responsabil cu strategiile de gestionare a deșeurilor, cu privire la îmbunătățirile care pot fi făcute pentru a reduce deșeurile, a mări eficiența tratării și eliminării deșeurilor și a asigura respectarea legislației în materie de deșeuri și privind protecția mediului.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,instruiește pe ceilalți | asigură formare în domeniul procedurilor operaționale | gestionează deșeuri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e64d28b8-9379-440b-ba77-2738486f8e4a,controlează mirosurile rezultate din fabricarea preparatelor pentru hrana animalelor,released,skill/competence,occupation-specific,,"Controlează mirosurile produse în timpul măcinării, al încălzirii și al răcirii, al evacuării de deșeuri lichide și al altor emisii. Poate utiliza oxidant termic în acest scop.",http://data.europa.eu/esco/skill/18f2a44e-28ef-4ae3-8ea2-347e33bd9a4b,operează mașini pentru fabricare de produse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e65117b6-97e0-4f45-bd61-e581dcd6ec2a,selectează ambalajul adecvat pentru produse alimentare,released,skill/competence,sector-specific,,"Alege ambalajele adecvate pentru produsele alimentare, luând în considerare atractivitatea și caracterul adecvat al ambalajului. Utilizează ambalaje adecvate pentru expediere în condiții de siguranță și la un cost rezonabil. Cunoaște faptul că ambalajul poate influența caracteristicile produsului, cum ar fi forma, greutatea sau rigiditatea. Cântărește diferite aspecte cum ar fi costurile, atractivitatea și conformitatea cu reglementările și protecția mediului.",http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47 | http://data.europa.eu/esco/skill/8da6cd59-61e1-43c4-8dfc-bc69d283ccc7,ia decizii | ambalează obiecte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e671c957-b998-49df-b630-7908806966f1,informează clienții în legătură cu protecția mediului,released,skill/competence,cross-sector,,Oferă clienților informații despre impactul sistemelor lor de încălzire asupra mediului și măsura în care acest impact poate fi redus la minimum folosind sistemele în mod ecologic sau folosind sisteme ecologice.,http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923 | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,implementează măsuri de protecție a mediului | oferă consiliere altora | oferă consultanță pe aspecte de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e6bf6e73-230a-434c-97b2-a0c042a8b7ac,aplică principii de sustenabilitate în domeniul asistenței medicale,released,skill/competence,cross-sector,,Ține seama de principiile de sustenabilitate în domeniul asistenței medicale și depună eforturi pentru utilizarea rațională a resurselor.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptă modalități de reducere a impactului negativ al consumului | respectă standardele și legislația în materie de protecția mediului
